Song,Artist,Label,Genre,BPM,BP Key,Release Date,Price,URL
Unclaspea [OBJ022] Original Mix ,Subaru Ito,Objection Tbilisi,Hard Techno,155 BPM,G Minor,2023-10-20,€1.59,https://www.beatport.com/track/unclaspea-obj022/18226905
Flauto Demoniaco [OBJ022] Original Mix ,Subaru Ito,Objection Tbilisi,Hard Techno,154 BPM,E Minor,2023-10-20,€1.59,https://www.beatport.com/track/flauto-demoniaco-obj022/18226894
Photon Operative [OBJ022] Original Mix ,Subaru Ito,Objection Tbilisi,Hard Techno,155 BPM,G Major,2023-10-20,€1.59,https://www.beatport.com/track/photon-operative-obj022/18226902
Don't Talk Original Mix ,"Franky-B, Per Pleks",Rave Alert,Hard Techno,76 BPM,B Major,2023-10-20,€1.59,https://www.beatport.com/track/dont-talk/18228498
Equation Original Mix ,"Franky-B, OMAKS",Rave Alert,Hard Techno,155 BPM,G Major,2023-10-20,€1.59,https://www.beatport.com/track/equation/18228499
Ignite feat. Guillaume Original Mix ,"Guillaume, Franky-B, Ephypinkman",Rave Alert,Hard Techno,155 BPM,F Minor,2023-10-20,€1.59,https://www.beatport.com/track/ignite-feat-guillaume/18228500
Don't You Ever Back Original Mix ,"Stoltenhoff, ACOR",MORC,Hard Techno,152 BPM,A Minor,2023-10-20,€1.59,https://www.beatport.com/track/dont-you-ever-back/18231619
Spiritual Enemy Original Mix ,Flour,MORC,Hard Techno,93 BPM,G Major,2023-10-20,€1.59,https://www.beatport.com/track/spiritual-enemy/18231622
Get Ya Hands Up Original Mix ,Cadzow,MORC,Hard Techno,158 BPM,F Minor,2023-10-20,€1.59,https://www.beatport.com/track/get-ya-hands-up/18231621
You Wouldn't Understand Original Mix ,Lucas Martins,MORC,Hard Techno,152 BPM,Ab Major,2023-10-20,€1.59,https://www.beatport.com/track/you-wouldnt-understand/18231623
Oxygen Original Mix ,"Stoltenhoff, ACOR",MORC,Hard Techno,160 BPM,Ab Major,2023-10-20,€1.59,https://www.beatport.com/track/oxygen/18231620
SANTA LUCIA (INTRO) Original Mix ,Junkie Kid,Harsh Records,Hard Techno,151 BPM,F Major,2023-10-20,€1.59,https://www.beatport.com/track/santa-lucia-intro/18233644
BLOW YA SPEAKER Original Mix ,"Junkie Kid, Per Pleks",Harsh Records,Hard Techno,152 BPM,D Minor,2023-10-20,€1.59,https://www.beatport.com/track/blow-ya-speaker/18233652
LOOSING CONTROL Extended Mix ,Junkie Kid,Harsh Records,Hard Techno,145 BPM,D Major,2023-10-20,€1.59,https://www.beatport.com/track/loosing-control/18233667
HEY DJ Original Mix ,"Junkie Kid, OMAKS",Harsh Records,Hard Techno,156 BPM,Ab Minor,2023-10-20,€1.59,https://www.beatport.com/track/hey-dj/18233650
THE TRAIN Original Mix ,Junkie Kid,Harsh Records,Hard Techno,77 BPM,A Major,2023-10-20,€1.59,https://www.beatport.com/track/the-train/18233663
HANDS UP Original Mix ,Junkie Kid,Harsh Records,Hard Techno,160 BPM,F Minor,2023-10-20,€1.59,https://www.beatport.com/track/hands-up/18233646
ULTIMATE RAVE Original Mix ,Junkie Kid,Harsh Records,Hard Techno,155 BPM,C Major,2023-10-20,€1.59,https://www.beatport.com/track/ultimate-rave/18233648
THE SHAKE Extended Mix ,Junkie Kid,Harsh Records,Hard Techno,150 BPM,Ab Major,2023-10-20,€1.59,https://www.beatport.com/track/the-shake/18233654
Abundance Brooklyn Mix ,"C-System, The Prayiiing Mantiiis",Hard Electronic,Hard Techno,140 BPM,G Minor,2023-10-20,€1.59,https://www.beatport.com/track/abundance/18250557
Abundance Lenny Dee Remix ,"C-System, The Prayiiing Mantiiis",Hard Electronic,Hard Techno,140 BPM,G Major,2023-10-20,€1.59,https://www.beatport.com/track/abundance/18250556
Abundance Original Mix ,"C-System, The Prayiiing Mantiiis",Hard Electronic,Hard Techno,140 BPM,G Minor,2023-10-20,€1.59,https://www.beatport.com/track/abundance/18250555
Three Faces of Eve - Wilted Love Song Original Mix ,Three Faces Of Eve,HEX Recordings,Hard Techno,77 BPM,Bb Major,2023-10-20,€2.39,https://www.beatport.com/track/three-faces-of-eve-wilted-love-song/18252014
Vitamin DJ STIxX Remix ,Haloban,L.S.T Music Group,Hard Techno,88 BPM,A Major,2023-10-20,€1.59,https://www.beatport.com/track/vitamin/18254995
Homage to Ekstasis Original Mix ,VCXVCX,Ekstasis,Hard Techno,90 BPM,Eb Minor,2023-10-20,€1.59,https://www.beatport.com/track/homage-to-ekstasis/18261417
Hit It SveTec Remix ,"SveTec, Noemi Black",Mad Made,Hard Techno,150 BPM,F Major,2023-10-20,€2.39,https://www.beatport.com/track/hit-it/18265578
Hit It Original Mix ,Noemi Black,Mad Made,Hard Techno,150 BPM,C Minor,2023-10-20,€2.39,https://www.beatport.com/track/hit-it/18265577
Fire In Your Body Original Mix ,Noemi Black,Mad Made,Hard Techno,150 BPM,Ab Major,2023-10-20,€2.39,https://www.beatport.com/track/fire-in-your-body/18265579
Long Trip Original Mix ,Noemi Black,Mad Made,Hard Techno,148 BPM,Bb Major,2023-10-20,€2.39,https://www.beatport.com/track/long-trip/18265580
I Am Vengeance Original Mix ,Gayo,Alwarda Records,Hard Techno,160 BPM,Eb Major,2023-10-19,€1.59,https://www.beatport.com/track/i-am-vengeance/18141322
Celona Original Mix ,"Rose, Oxymore",Alwarda Records,Hard Techno,93 BPM,D Major,2023-10-19,€1.59,https://www.beatport.com/track/celona/18168962
Predator Original Mix ,Sascha Audit,Ravenous Records,Hard Techno,140 BPM,D Minor,2023-10-19,€1.59,https://www.beatport.com/track/predator/18182829
Body Machines Original Mix ,MYLACID,Alwarda Records,Hard Techno,157 BPM,G Major,2023-10-19,€1.59,https://www.beatport.com/track/body-machines/18182843
Boom Baby! Original Mix ,2VINE,Alwarda Records,Hard Techno,79 BPM,A Major,2023-10-19,€1.59,https://www.beatport.com/track/boom-baby/18182902
Da Rave Original Mix ,Moupe,Alwarda Records,Hard Techno,154 BPM,Gb Major,2023-10-19,€1.59,https://www.beatport.com/track/da-rave/18182908
Desert Original Mix ,Cødex,Alwarda Records,Hard Techno,155 BPM,Gb Major,2023-10-19,€1.59,https://www.beatport.com/track/desert/18189682
Hit it Kamikaze's 2DaDome Remix ,Darien's,Ghettomaniatek,Hard Techno,148 BPM,Eb Major,2023-10-19,€1.59,https://www.beatport.com/track/hit-it/18194226
Hit it Original Mix ,Darien's,Ghettomaniatek,Hard Techno,143 BPM,Gb Major,2023-10-19,€1.59,https://www.beatport.com/track/hit-it/18194224
Hit it Manatane RemixXx ,Darien's,Ghettomaniatek,Hard Techno,75 BPM,Db Minor,2023-10-19,€1.59,https://www.beatport.com/track/hit-it/18194229
Metal Grass Original Mix ,chris piks,Techno Addicts,Hard Techno,146 BPM,A Minor,2023-10-19,€1.59,https://www.beatport.com/track/metal-grass/18203579
Raving Original Mix ,Vinzze,Techno Addicts,Hard Techno,137 BPM,Eb Minor,2023-10-19,€1.59,https://www.beatport.com/track/raving/18203578
Asylum DIMENSION 9 Remix ,"Eric James, Dhyan Droik",Eclipse Recordings,Hard Techno,155 BPM,E Minor,2023-10-19,€2.39,https://www.beatport.com/track/asylum/18209480
Asylum David Bean Remix ,"Eric James, Dhyan Droik",Eclipse Recordings,Hard Techno,138 BPM,A Minor,2023-10-19,€2.39,https://www.beatport.com/track/asylum/18209483
Asylum Original Mix ,"Eric James, Dhyan Droik",Eclipse Recordings,Hard Techno,138 BPM,Bb Major,2023-10-19,€2.39,https://www.beatport.com/track/asylum/18209476
Dainzu Original Mix ,"Eric James, Dhyan Droik",Eclipse Recordings,Hard Techno,140 BPM,Eb Major,2023-10-19,€2.39,https://www.beatport.com/track/dainzu/18209489
Headphones Original Mix ,"Vortek's, Teksa, Spice Up!, FLKN",TuneCore,Hard Techno,155 BPM,Eb Major,2023-10-19,€1.59,https://www.beatport.com/track/headphones/18214058
Infinity Road Original Mix ,Massive Orkestra,Proclam,Hard Techno,129 BPM,G Major,2023-10-19,€1.59,https://www.beatport.com/track/infinity-road/18215627
Late Checkout Original Mix ,NEIKA,UGT Core,Hard Techno,160 BPM,G Major,2023-10-19,€1.59,https://www.beatport.com/track/late-checkout/18216554
Keep It Original Mix ,NEIKA,UGT Core,Hard Techno,160 BPM,F Major,2023-10-19,€1.59,https://www.beatport.com/track/keep-it/18216558
NRG Original Mix ,NEIKA,UGT Core,Hard Techno,150 BPM,Db Minor,2023-10-19,€1.59,https://www.beatport.com/track/nrg/18216556
Overdrive Original Mix ,Marco Stenzel,Tonleiter Records,Hard Techno,155 BPM,A Minor,2023-10-19,€1.59,https://www.beatport.com/track/overdrive/18221877
K_NDA SONG Original Mix ,Adam Vandal,DCT records,Hard Techno,157 BPM,Db Minor,2023-10-19,€1.59,https://www.beatport.com/track/k_nda-song/18234480
Z-MAN NIGHTMARE Original Mix ,TMH Tranzit,DCT records,Hard Techno,160 BPM,E Minor,2023-10-19,€1.59,https://www.beatport.com/track/z-man-nightmare/18234484
GIANT LEAP Original Mix ,Format C,DCT records,Hard Techno,155 BPM,C Minor,2023-10-19,€1.59,https://www.beatport.com/track/giant-leap/18234482
MILOS SONG Original Mix ,Adam Vandal,DCT records,Hard Techno,153 BPM,Ab Minor,2023-10-19,€1.59,https://www.beatport.com/track/milos-song/18234486
Charlatans Original Mix ,MaKaJa Gonzales,Frame Workxx Records,Hard Techno,144 BPM,F Minor,2023-10-18,€2.39,https://www.beatport.com/track/charlatans/17994898
A Loose Cannon Original Mix ,MaKaJa Gonzales,Frame Workxx Records,Hard Techno,144 BPM,G Major,2023-10-18,€2.39,https://www.beatport.com/track/a-loose-cannon/17994889
Roadmap To Darkness Original Mix ,MaKaJa Gonzales,Frame Workxx Records,Hard Techno,142 BPM,Bb Major,2023-10-18,€2.39,https://www.beatport.com/track/roadmap-to-darkness/17994895
Sandcastles Original Mix ,MaKaJa Gonzales,Frame Workxx Records,Hard Techno,142 BPM,Ab Minor,2023-10-18,€2.39,https://www.beatport.com/track/sandcastles/17994901
Danger Zone Original Mix ,MaKaJa Gonzales,Frame Workxx Records,Hard Techno,144 BPM,Db Minor,2023-10-18,€2.39,https://www.beatport.com/track/danger-zone/17994892
Twilight Original Mix ,MaKaJa Gonzales,Frame Workxx Records,Hard Techno,142 BPM,Bb Minor,2023-10-18,€2.39,https://www.beatport.com/track/twilight/17994903
Creative Response Brutal Force Remix ,Jony K,D-Force Techno,Hard Techno,145 BPM,F Major,2023-10-18,€1.59,https://www.beatport.com/track/creative-response/18081225
Creative Response Original Mix ,Jony K,D-Force Techno,Hard Techno,143 BPM,Gb Minor,2023-10-18,€1.59,https://www.beatport.com/track/creative-response/18081226
SCREAM Original Mix ,Veseli,Record Union,Hard Techno,155 BPM,Gb Minor,2023-10-18,€1.59,https://www.beatport.com/track/scream/18155742
Vanilla Planet PETDuo Remix ,Sopik,Cause Records,Hard Techno,148 BPM,Db Minor,2023-10-18,€2.39,https://www.beatport.com/track/vanilla-planet/18161719
Ranok i Kava feat. Skinner (UA) Original Mix ,"Sopik, Skinner (UA)",Cause Records,Hard Techno,152 BPM,D Minor,2023-10-18,€2.39,https://www.beatport.com/track/ranok-i-kava-feat-skinner-ua/18161720
Vanilla Planet Original Mix ,Sopik,Cause Records,Hard Techno,150 BPM,E Minor,2023-10-18,€2.39,https://www.beatport.com/track/vanilla-planet/18161718
Hardgroove Forever Original Mix ,Sandro Mure,Joey's Loops Records,Hard Techno,142 BPM,Eb Minor,2023-10-18,€1.59,https://www.beatport.com/track/hardgroove-forever/18187863
Just Business Original Mix ,Sandro Mure,Joey's Loops Records,Hard Techno,142 BPM,Eb Minor,2023-10-18,€1.59,https://www.beatport.com/track/just-business/18187865
Divine Fortune Original Mix ,Sandro Mure,Joey's Loops Records,Hard Techno,142 BPM,G Minor,2023-10-18,€1.59,https://www.beatport.com/track/divine-fortune/18187864
Gunshot Original Mix ,Javier F,MINNUS,Hard Techno,154 BPM,G Minor,2023-10-18,€2.39,https://www.beatport.com/track/gunshot/18211019
Caos Original Mix ,Javier F,MINNUS,Hard Techno,153 BPM,Bb Minor,2023-10-18,€2.39,https://www.beatport.com/track/caos/18211020
Under Pressure Original Mix ,Javier F,MINNUS,Hard Techno,155 BPM,Eb Minor,2023-10-18,€2.39,https://www.beatport.com/track/under-pressure/18211022
Louder Original Mix ,kWASP,Definition Of Hard Techno,Hard Techno,156 BPM,F Major,2023-10-18,€1.59,https://www.beatport.com/track/louder/18222479
Freak Original Mix ,kWASP,Definition Of Hard Techno,Hard Techno,157 BPM,F Major,2023-10-18,€1.59,https://www.beatport.com/track/freak/18222487
No Excuses Original Mix ,kWASP,Definition Of Hard Techno,Hard Techno,160 BPM,A Minor,2023-10-18,€1.59,https://www.beatport.com/track/no-excuses/18222481
Close Your Eyes Original Mix ,kWASP,Definition Of Hard Techno,Hard Techno,155 BPM,F Minor,2023-10-18,€1.59,https://www.beatport.com/track/close-your-eyes/18222484
PVP Original mix ,Ibizi (be),Unfaced,Hard Techno,145 BPM,D Minor,2023-10-18,€1.59,https://www.beatport.com/track/pvp/18227954
Turbo Original mix ,Ibizi (be),Unfaced,Hard Techno,145 BPM,Ab Minor,2023-10-18,€1.59,https://www.beatport.com/track/turbo/18227952
Glam Rock Original Mix ,Master Master,Ushuaia Music,Hard Techno,128 BPM,G Major,2023-10-18,€2.39,https://www.beatport.com/track/glam-rock/18243620
Dark Matter Original Mix ,Matt Cubero,Ushuaia Music,Hard Techno,128 BPM,G Major,2023-10-18,€2.39,https://www.beatport.com/track/dark-matter/18243625
I Like It Harder Original Mix ,"Matt Ess, Lucas Wirth",Ushuaia Music,Hard Techno,132 BPM,Eb Minor,2023-10-18,€2.39,https://www.beatport.com/track/i-like-it-harder/18243635
Reflection Original Mix ,"Matt Ess, Lucas Wirth",Ushuaia Music,Hard Techno,130 BPM,E Major,2023-10-18,€2.39,https://www.beatport.com/track/reflection/18243636
Valak Original Mix ,Matt R,Ushuaia Music,Hard Techno,133 BPM,Bb Minor,2023-10-18,€2.39,https://www.beatport.com/track/valak/18243640
Transition Original Mix ,MAUK,Ushuaia Music,Hard Techno,128 BPM,D Minor,2023-10-18,€2.39,https://www.beatport.com/track/transition/18243643
Raver's Mind Original Mix ,"Dan Morris, Max Foley",Ushuaia Music,Hard Techno,130 BPM,Db Major,2023-10-18,€2.39,https://www.beatport.com/track/ravers-mind/18243644
BLJK Original Mix ,"Maxi Taboada, Pablo Pingitore",Ushuaia Music,Hard Techno,130 BPM,Gb Major,2023-10-18,€2.39,https://www.beatport.com/track/bljk/18243645
PRSDNTL Original Mix ,"Maxi Taboada, Pablo Pingitore",Ushuaia Music,Hard Techno,130 BPM,B Major,2023-10-18,€2.39,https://www.beatport.com/track/prsdntl/18243646
AA Original Mix ,Mechanic Freakz,Ushuaia Music,Hard Techno,129 BPM,C Minor,2023-10-18,€2.39,https://www.beatport.com/track/aa/18243647
47 Original Mix ,Matt Cubero,Ushuaia Music,Hard Techno,135 BPM,D Major,2023-10-18,€2.39,https://www.beatport.com/track/47/18243624
Redux G8 Remix ,Matt Cubero,Ushuaia Music,Hard Techno,127 BPM,A Major,2023-10-18,€2.39,https://www.beatport.com/track/redux/18243628
Redux Original Mix ,Matt Cubero,Ushuaia Music,Hard Techno,128 BPM,D Minor,2023-10-18,€2.39,https://www.beatport.com/track/redux/18243630
acid or Techno Original Mix ,"Matt Ess, Lucas Wirth",Ushuaia Music,Hard Techno,132 BPM,F Major,2023-10-18,€2.39,https://www.beatport.com/track/acid-or-techno/18243632
Never Stop Original Mix ,Mechanic Freakz,Ushuaia Music,Hard Techno,137 BPM,A Minor,2023-10-18,€2.39,https://www.beatport.com/track/never-stop/18243648
AA Celino & Hensen Remix ,Mechanic Freakz,Ushuaia Music,Hard Techno,130 BPM,B Minor,2023-10-18,€2.39,https://www.beatport.com/track/aa/18243649
Abednego Original Mix ,Master Master,Ushuaia Music,Hard Techno,129 BPM,G Minor,2023-10-18,€2.39,https://www.beatport.com/track/abednego/18243618
Glam Rock Roby M Rage Remix ,Master Master,Ushuaia Music,Hard Techno,128 BPM,Ab Minor,2023-10-18,€2.39,https://www.beatport.com/track/glam-rock/18243622
Lucid Dream Original Mix ,Matt Cubero,Ushuaia Music,Hard Techno,138 BPM,Gb Minor,2023-10-18,€2.39,https://www.beatport.com/track/lucid-dream/18243627
Black Sky Original Mix ,Matt R,Ushuaia Music,Hard Techno,130 BPM,B Major,2023-10-18,€2.39,https://www.beatport.com/track/black-sky/18243637
Grasshoppers Original Mix ,Matt Ess,Ushuaia Music,Hard Techno,130 BPM,F Major,2023-10-18,€2.39,https://www.beatport.com/track/grasshoppers/18243638
Grasshoppers Vontech Remix ,Matt R,Ushuaia Music,Hard Techno,130 BPM,C Major,2023-10-18,€2.39,https://www.beatport.com/track/grasshoppers/18243639
Delusional Trip Original Mix ,MAUK,Ushuaia Music,Hard Techno,65 BPM,E Minor,2023-10-18,€2.39,https://www.beatport.com/track/delusional-trip/18243641
The Intuition Original Mix ,MAUK,Ushuaia Music,Hard Techno,130 BPM,E Minor,2023-10-18,€2.39,https://www.beatport.com/track/the-intuition/18243642
Music on My Mind Oida Holz Remix ,"Chris Maico Schmidt, Oida Holz, Drea Perlon",BluFin,Hard Techno,70 BPM,D Major,2023-10-18,€1.59,https://www.beatport.com/track/music-on-my-mind/18255086
Filo Mang Original Mix ,TC Dj,TCR RECORDS,Hard Techno,141 BPM,C Major,2023-10-17,€1.59,https://www.beatport.com/track/filo-mang/18126303
Aida Original Mix ,TC Dj,TCR RECORDS,Hard Techno,123 BPM,A Minor,2023-10-17,€1.59,https://www.beatport.com/track/aida/18126300
Cat Mao Original Mix ,TC Dj,TCR RECORDS,Hard Techno,71 BPM,A Minor,2023-10-17,€1.59,https://www.beatport.com/track/cat-mao/18126297
Gadoom Original Mix ,"JKM, Lobotomy Inc",Geometrik,Hard Techno,145 BPM,Ab Minor,2023-10-17,€2.39,https://www.beatport.com/track/gadoom/18183215
Une Petite Original Mix ,"JKM, Atomik V",Geometrik,Hard Techno,146 BPM,E Major,2023-10-17,€2.39,https://www.beatport.com/track/une-petite/18183219
After Party Original Mix ,JKM,Geometrik,Hard Techno,150 BPM,C Minor,2023-10-17,€2.39,https://www.beatport.com/track/after-party/18183234
Frenchtek Original Mix ,JKM,Geometrik,Hard Techno,150 BPM,C Minor,2023-10-17,€2.39,https://www.beatport.com/track/frenchtek/18183237
Hybrid Original Mix ,"JKM, B - Tox",Geometrik,Hard Techno,150 BPM,D Major,2023-10-17,€2.39,https://www.beatport.com/track/hybrid/18183238
Out of Nowhere Original Mix ,JKM,Geometrik,Hard Techno,105 BPM,F Major,2023-10-17,€2.39,https://www.beatport.com/track/out-of-nowhere/18183213
Tekno Muzik Original Mix ,JKM,Geometrik,Hard Techno,150 BPM,C Minor,2023-10-17,€2.39,https://www.beatport.com/track/tekno-muzik/18183227
In Sane Original Mix ,JKM,Geometrik,Hard Techno,150 BPM,Gb Minor,2023-10-17,€2.39,https://www.beatport.com/track/in-sane/18183233
Wake Up Original Mix ,JKM,Geometrik,Hard Techno,150 BPM,C Minor,2023-10-17,€2.39,https://www.beatport.com/track/wake-up/18183235
Dystopia Original Mix ,"JKM, Greg Denbosa",Geometrik,Hard Techno,146 BPM,B Minor,2023-10-17,€2.39,https://www.beatport.com/track/dystopia/18183236
Geometrik Loy Klang Remix ,JKM,Geometrik,Hard Techno,149 BPM,Bb Minor,2023-10-17,€2.39,https://www.beatport.com/track/geometrik/18183239
Industrial Original Mix ,JKM,Geometrik,Hard Techno,140 BPM,Bb Major,2023-10-17,€2.39,https://www.beatport.com/track/industrial/18183211
Kiddy Bang Original Mix ,JKM,Geometrik,Hard Techno,150 BPM,Ab Minor,2023-10-17,€2.39,https://www.beatport.com/track/kiddy-bang/18183231
Kiddy Bang K-Zero Remix ,JKM,Geometrik,Hard Techno,150 BPM,G Minor,2023-10-17,€2.39,https://www.beatport.com/track/kiddy-bang/18183240
Beat It Up Rabteu ,Rabteu,Proclam,Hard Techno,160 BPM,G Major,2023-10-17,€1.59,https://www.beatport.com/track/beat-it-up/18204666
ADJ 1 Original Mix ,Non-specific Defence System,Merien Records,Hard Techno,72 BPM,Gb Major,2023-10-17,€2.39,https://www.beatport.com/track/adj-1/18210852
ADJ 2 Original Mix ,Non-specific Defence System,Merien Records,Hard Techno,145 BPM,Gb Major,2023-10-17,€2.39,https://www.beatport.com/track/adj-2/18210853
Formic Original Mix ,Rob Mitshi,Hot Peppers Raw,Hard Techno,69 BPM,F Minor,2023-10-17,€1.59,https://www.beatport.com/track/formic/18215438
Pulse Odessey Original Mix ,Hänk B.,Hot Peppers Raw,Hard Techno,109 BPM,A Major,2023-10-17,€1.59,https://www.beatport.com/track/pulse-odessey/18215439
So Are U Original Mix ,Gregor Size,Hot Peppers Raw,Hard Techno,109 BPM,C Minor,2023-10-17,€1.59,https://www.beatport.com/track/so-are-u/18215441
